N,P,K,temperature,humidity,ph,rainfall,NPK_ratio,Climate_score,Soil_quality,temp_range_encoded,label
1.0687973987858208,-0.34455074861946233,-0.10168750234285244,-0.9355869259076098,0.47266645756791276,0.043301734342661935,1.8103605001948384,0.8846266672348349,-0.20313756621633736,-0.082814622547089,-1.088669798780132,20
0.9333288740624319,0.14061551873812936,-0.1411847666709378,-0.7596460261263331,0.3970512469186057,0.7348725609169426,2.242057909538095,0.6187520743514365,-0.1510794030020013,-0.05349114078345201,-1.088669798780132,20
0.25598625044548734,0.049646843608580925,-0.08193887017880977,-0.5158981414813986,0.48695381219886713,1.7715104653431997,2.921066034515692,0.1889257001558076,0.056511219287894654,0.1316590263885858,-1.088669798780132,20
0.6352981196709763,-0.5568109905884087,-0.16093339883498045,0.1728070378828599,0.38980549267194176,0.6603076780225089,2.5370480328062364,0.7949940002296737,0.38508081203756495,-0.084168053826191,1.0092048499640638,20
0.7436729394496874,-0.34455074861946233,-0.12143613450689511,-1.08364706156879,0.4547916289680062,1.497867775359342,2.8983726728997685,0.7179546507707284,-0.3025014016657724,0.0510000887668631,-1.088669798780132,20
0.4998295949475874,-0.4961652071687097,-0.12143613450689511,-0.505312751519144,0.5340972847724778,0.7805676872837718,2.6861213233058905,0.6403947651667907,0.09742556044094282,-0.02551503614528921,-1.088669798780132,20
0.4998295949475874,0.049646843608580925,-0.20043066316306582,-0.5742913207054149,0.5012695767796143,-0.9934251238189604,3.055027135535316,0.43568752611377404,0.03205557686816709,-0.28959765382719466,-1.088669798780132,20
1.177172218564532,-0.010998939811118037,-0.16093339883498045,-1.0544982310358721,0.512711020611868,-0.9703928435753775,2.5208532056094395,0.8256287411033281,-0.2478900345564854,-0.2498332650133327,-1.088669798780132,20
1.041703693841143,0.019323951898731442,-0.20043066316306582,-0.21735150114280835,0.5415145284252698,0.2789829715630806,2.311047565493567,0.7699375466559873,0.2770391672579107,-0.16679517391531898,-1.088669798780132,20
0.4727358900029096,0.14061551873812936,-0.20043066316306582,-0.47253804719810333,0.5189620775395833,-0.1721803077983522,2.142936010711277,0.3783161593135799,0.10601994223958336,-0.21033778398816932,-1.088669798780132,20
